列1,募集日,地区名,路線名,駅名,所要時間,取引価格,間取り,竣工日,敷地面積,延べ面積,建蔽率,容積率,経度,緯度,築年数,補正築年数,補正所要時間,縦横比,間取り指数
510,2019/4/1,西原4丁目,東武野田線,江戸川台,15,31800000,4LDK,201803,151.94,107.67,60,150,139.92291,35.89322,1.084931507,1.084931507,14.92087374,2.5,5.5
511,2019/4/1,増尾4丁目,東武野田線,増尾,14,20800000,4LDK,201807,149.69,101.43,50,100,139.98355,35.83547,0.750684932,0.750684932,14.33452608,2,5.5
512,2019/4/1,大室1丁目,つくばエクスプレス,柏たなか,10,29800000,4LDK,201809,153.16,103.5,50,100,139.95816,35.90826,0.580821918,0.580821918,10.33742159,2,5.5
513,2019/4/1,中新宿3丁目,東武野田線,新柏,14,23800000,3LDK,201811,114.54,94.36,50,100,139.94688,35.83292,0.41369863,0.41369863,14.07463862,2,4.5
514,2019/4/1,旭町8丁目,ＪＲ常磐線,柏,4,26800000,4LDK,201811,150.62,103.5,50,100,139.9547,35.86029,0.41369863,0.41369863,2.033182337,2,5.5
515,2019/4/1,布施新町1丁目,ＪＲ常磐線,我孫子,3,23800000,4LDK,201901,198.16,105.99,50,100,140.00124,35.89001,0.246575342,0.246575342,2.722090261,2,5.5
516,2019/4/1,南逆井4丁目,新京成電鉄,五香,22,18900000,4LDK,201903,132.63,99.77,50,100,139.97462,35.80325,0.084931507,0.084931507,21.5666943,2,5.5
517,2019/4/1,永楽台3丁目,東武野田線,新柏,15,26800000,4LDK,201904,127.95,105.99,60,200,139.9713,35.84557,0,0,15.07996995,3.333333333,5.5
518,2019/4/1,南増尾,東武野田線,逆井,26,18900000,4LDK,201903,151.81,94.81,50,100,139.97408,35.81639,0.084931507,0.084931507,26.54932536,2,5.5
519,2019/4/1,花野井,ＪＲ常磐線,北柏,2,20800000,4LDK,201811,124.36,103.91,50,100,139.97424,35.89674,0.41369863,0.41369863,1.918446679,2,5.5
520,2019/4/1,増尾5丁目,東武野田線,増尾,12,22800000,4LDK,201811,131.98,101.43,60,200,139.98471,35.83187,0.41369863,0.41369863,12.28673664,3.333333333,5.5
521,2019/4/1,増尾5丁目,東武野田線,増尾,12,24800000,4LDK,201811,130.03,103.09,60,200,139.98471,35.83187,0.41369863,0.41369863,12.28673664,3.333333333,5.5
522,2019/4/1,増尾5丁目,東武野田線,増尾,12,24800000,4LDK,201811,135.41,102.47,60,200,139.98471,35.83187,0.41369863,0.41369863,12.28673664,3.333333333,5.5
523,2019/4/1,酒井根6丁目,ＪＲ常磐線,南柏,2,26900000,4LDK,201905,180.85,101.02,50,100,139.95744,35.82371,0.082191781,0.082191781,1.801385724,2,5.5
524,2019/4/1,高柳1丁目,東武野田線,高柳,2,26900000,3LDK,201903,104.44,97.29,60,200,139.99794,35.8078,0.084931507,0.084931507,2.043782693,3.333333333,4.5
525,2019/4/1,南逆井6丁目,新京成電鉄,五香,6,21900000,4LDK,201812,154.73,104.74,50,100,139.97791,35.80551,0.331506849,0.331506849,5.881825719,2,5.5
526,2019/4/1,大津ケ丘2丁目,ＪＲ常磐線,柏,9,20800000,4LDK,201810,127.78,97.29,60,150,139.99924,35.84107,0.498630137,0.498630137,4.574660258,2.5,5.5
527,2019/4/1,大津ケ丘2丁目,ＪＲ常磐線,柏,9,18800000,4LDK,201810,133.23,99.98,60,150,139.99924,35.84107,0.498630137,0.498630137,4.574660258,2.5,5.5
528,2019/4/1,手賀の杜4丁目,ＪＲ常磐線,我孫子,3,22900000,3LDK,201902,374.43,96.47,50,100,140.02267,35.8461,0.161643836,0.161643836,2.722090261,2,4.5
529,2019/4/1,増尾台4丁目,東武野田線,増尾,12,23800000,4LDK,201903,131.12,99.22,50,100,139.97321,35.82173,0.084931507,0.084931507,12.28673664,2,5.5
530,2019/4/1,増尾台4丁目,東武野田線,増尾,12,24800000,4LDK,201903,145.42,98.82,50,100,139.97321,35.82173,0.084931507,0.084931507,12.28673664,2,5.5
531,2019/4/1,増尾台4丁目,東武野田線,増尾,12,23800000,4LDK,201903,151.62,102.87,50,100,139.97321,35.82173,0.084931507,0.084931507,12.28673664,2,5.5
532,2019/4/1,増尾台4丁目,東武野田線,増尾,12,24800000,4LDK,201903,123.69,98.82,50,100,139.97321,35.82173,0.084931507,0.084931507,12.28673664,2,5.5
533,2019/4/1,大室1丁目,つくばエクスプレス,柏たなか,10,37800000,4LDK,201904,150.1,107.02,60,200,139.95816,35.90826,0,0,10.33742159,3.333333333,5.5
534,2019/4/1,大室1丁目,つくばエクスプレス,柏たなか,10,35800000,4LDK,201904,135.09,106.81,60,200,139.95816,35.90826,0,0,10.33742159,3.333333333,5.5
535,2019/4/1,大室1丁目,つくばエクスプレス,柏たなか,10,35800000,4LDK,201904,152.35,106.61,50,100,139.95816,35.90826,0,0,10.33742159,2,5.5
536,2019/4/1,松葉町6丁目,つくばエクスプレス,柏の葉キャンパス,7,29900000,4LDK,201906,117.78,101.25,50,100,139.96803,35.89154,0.167123288,0.167123288,6.812317419,2,5.5
537,2019/4/1,南増尾4丁目,東武野田線,逆井,26,20900000,4LDK,201903,135.11,99.77,50,100,139.96603,35.81324,0.084931507,0.084931507,26.54932536,2,5.5
538,2019/4/1,つくしが丘3丁目,東武野田線,新柏,7,23800000,4LDK,201901,133.1,97.29,50,100,139.96564,35.83506,0.246575342,0.246575342,7.037319311,2,5.5
539,2019/4/1,増尾4丁目,東武野田線,増尾,14,19900000,4LDK,201902,128.52,101.85,50,100,139.98355,35.83547,0.161643836,0.161643836,14.33452608,2,5.5
540,2019/4/1,宿連寺,ＪＲ常磐線,北柏,6,25500000,4LDK,201903,152.16,101.43,50,100,139.98523,35.8875,0.084931507,0.084931507,5.755340038,2,5.5
541,2019/4/1,宿連寺,ＪＲ常磐線,北柏,6,24900000,4LDK,201903,129.71,101.43,50,100,139.98523,35.8875,0.084931507,0.084931507,5.755340038,2,5.5
542,2019/4/1,宿連寺,ＪＲ常磐線,北柏,6,26900000,3LDK,201903,108.66,101.84,50,100,139.98523,35.8875,0.084931507,0.084931507,5.755340038,2,4.5
543,2019/4/1,宿連寺,ＪＲ常磐線,北柏,6,23900000,4LDK,201903,169.96,101.43,50,100,139.98523,35.8875,0.084931507,0.084931507,5.755340038,2,5.5
544,2019/4/1,永楽台3丁目,東武野田線,新柏,15,27800000,4LDK,201904,131.08,105.78,50,100,139.9713,35.84557,0,0,15.07996995,2,5.5
545,2019/4/1,柏,ＪＲ常磐線,柏,18,30800000,4LDK,201903,100.58,95.58,50,100,139.98651,35.86444,0.084931507,0.084931507,9.149320515,2,5.5
546,2019/4/1,柏,ＪＲ常磐線,柏,18,24800000,4LDK,201903,111.35,92.33,50,100,139.98651,35.86444,0.084931507,0.084931507,9.149320515,2,5.5
547,2019/4/1,青葉台1丁目,新京成電鉄,常盤平,23,26600000,4LDK,201905,137.53,104.33,60,160,139.96272,35.81493,0.082191781,0.082191781,23.20754677,2.666666667,5.5
548,2019/4/1,青葉台1丁目,新京成電鉄,常盤平,23,27600000,4LDK,201905,138.59,103.09,60,180,139.96272,35.81493,0.082191781,0.082191781,23.20754677,3,5.5
549,2019/4/1,青葉台1丁目,新京成電鉄,常盤平,23,27600000,4LDK,201905,138.03,105.58,60,180,139.96272,35.81493,0.082191781,0.082191781,23.20754677,3,5.5
550,2019/4/1,西原2丁目,東武野田線,江戸川台,8,27800000,4LDK,201811,100.66,95.58,60,150,139.91937,35.89822,0.41369863,0.41369863,7.95779933,2.5,5.5
551,2019/4/1,西原2丁目,東武野田線,江戸川台,8,29800000,4LDK,201811,113.06,96.39,60,150,139.91937,35.89822,0.41369863,0.41369863,7.95779933,2.5,5.5
552,2019/4/1,西原4丁目,東武野田線,江戸川台,16,10800000,4LDK,199403,80.32,79.07,60,150,139.92291,35.89322,25.10136986,26.35643836,15.91559866,2.5,5.5
553,2019/4/1,新富町2丁目,ＪＲ常磐線,南柏,16,33880000,2LDK,201905,95.63,110.2,60,200,139.95262,35.85528,0.082191781,0.082191781,14.4110858,3.333333333,3.5
554,2019/4/1,松葉町6丁目,つくばエクスプレス,柏の葉キャンパス,23,26800000,4LDK,201810,126.76,101.02,50,100,139.96803,35.89154,0.498630137,0.498630137,22.38332866,2,5.5
555,2019/4/1,明原3丁目,東武野田線,柏,12,32800000,4LDK,201805,108.25,98.41,60,200,139.9632,35.86709,0.917808219,0.917808219,6.09954701,3.333333333,5.5
556,2019/4/1,松葉町6丁目,つくばエクスプレス,柏の葉キャンパス,23,27800000,4LDK,201811,126.63,102.88,50,100,139.96803,35.89154,0.41369863,0.41369863,22.38332866,2,5.5
557,2019/4/1,小青田4丁目,つくばエクスプレス,柏たなか,12,22800000,4LDK,201804,152.06,96.39,50,100,139.95673,35.91602,1,1,12.4049059,2,5.5
558,2019/4/1,東中新宿2丁目,東武野田線,新柏,13,22800000,4LDK,201809,130.9,99.36,50,100,139.9628,35.83216,0.580821918,0.580821918,13.06930729,2,5.5
559,2019/4/1,南増尾4丁目,ＪＲ常磐線,南柏,3,22800000,4LDK,201810,136.49,100.19,50,100,139.96603,35.81324,0.498630137,0.498630137,2.702078587,2,5.5
560,2019/4/1,南逆井6丁目,新京成電鉄,五香,6,23900000,4LDK,201811,154.73,104.74,50,100,139.97791,35.80551,0.41369863,0.41369863,5.881825719,2,5.5
561,2019/4/1,戸張,ＪＲ常磐線,柏,6,19900000,4LDK,201901,164.06,108.68,50,100,139.99359,35.856,0.246575342,0.246575342,3.049773505,2,5.5
562,2019/4/1,つくしが丘3丁目,東武野田線,新柏,8,35900000,4LDK,201812,143,102.67,50,100,139.96564,35.83506,0.331506849,0.331506849,8.042650641,2,5.5
563,2019/4/1,南増尾6丁目,新京成電鉄,常盤平,29,23800000,4LDK,201812,104.73,104.33,60,200,139.96356,35.81116,0.331506849,0.331506849,29.26168941,3.333333333,5.5
564,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,23,26800000,4LDK,201811,117.58,102.26,50,100,139.98753,35.8515,0.41369863,0.41369863,11.69079844,2,5.5
565,2019/4/1,高南台2丁目,東武野田線,高柳,13,23800000,4LDK,199402,179.52,124.82,50,100,139.99129,35.80298,25.17808219,26.4369863,13.28458751,2,5.5
566,2019/4/1,藤心1丁目,東武野田線,逆井,12,13800000,4LDK,199403,135.36,117,50,100,139.99205,35.82784,25.10136986,26.35643836,12.25353478,2,5.5
567,2019/4/1,つくしが丘5丁目,東武野田線,新柏,11,26900000,4LDK,201902,137.88,102.68,50,100,139.96756,35.83136,0.161643836,0.161643836,11.05864463,2,5.5
568,2019/4/1,小青田4丁目,つくばエクスプレス,柏たなか,12,22800000,4LDK,201804,152.04,101.65,50,100,139.95673,35.91602,1,1,12.4049059,2,5.5
569,2019/4/1,松ケ崎,ＪＲ常磐線,北柏,23,24800000,4LDK,201905,132.24,108.54,60,150,139.97595,35.87908,0.082191781,0.082191781,22.06213681,2.5,5.5
570,2019/4/1,南逆井3丁目,新京成電鉄,五香,15,27800000,4LDK,201903,153.76,108.05,50,100,139.97,35.8028,0.084931507,0.084931507,14.7045643,2,5.5
571,2019/4/1,永楽台3丁目,東武野田線,新柏,18,22800000,4LDK,201902,97.5,97.5,50,100,139.9713,35.84557,0.161643836,0.161643836,18.09596394,2,5.5
572,2019/4/1,増尾台4丁目,東武野田線,増尾,12,19800000,4LDK,201812,155.07,105.3,50,100,139.97321,35.82173,0.331506849,0.331506849,12.28673664,2,5.5
573,2019/4/1,南増尾3丁目,東武野田線,逆井,22,8500000,4DK,199512,99.17,77.83,50,100,139.97052,35.8146,23.34794521,24.51534247,22.46481377,2,5
574,2019/4/1,永楽台1丁目,東武野田線,新柏,13,20000000,3LDK,200111,120.01,107.19,50,100,139.96895,35.84458,17.42465753,18.29589041,13.06930729,2,4.5
575,2019/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,16,9800000,4DK,197903,134.83,75.88,60,160,139.97424,35.89674,40.11232877,42.11794521,15.57101124,2.666666667,5
576,2019/4/1,増尾台3丁目,東武野田線,増尾,10,7800000,3DK,197511,77.45,57.54,50,100,139.97473,35.8247,43.44383562,47.78821918,10.2389472,2,4
577,2019/4/1,豊四季,ＪＲ常磐線,南柏,16,17900000,4LDK,199706,186.27,125.04,60,160,139.94981,35.85993,21.84657534,22.93890411,14.4110858,2.666666667,5.5
578,2019/4/1,増尾5丁目,東武野田線,増尾,15,8900000,4LDK,198209,138.75,92.75,50,100,139.98471,35.83187,36.60547945,38.43575342,15.3584208,2,5.5
579,2019/4/1,つくしが丘4丁目,東武野田線,新柏,5,32800000,3LDK,200311,149.43,109.3,60,150,139.96826,35.83595,15.42465753,16.19589041,5.026656651,2.5,4.5
580,2019/4/1,西山1丁目,ＪＲ常磐線,北小金,8,14900000,4LDK,199403,178.39,119.24,50,100,139.95381,35.82233,25.10136986,26.35643836,7.489632089,2,5.5
581,2019/4/1,花野井,ＪＲ常磐線,北柏,3,19500000,4LDK,199406,182.95,94.75,50,100,139.97424,35.89674,24.84931507,26.09178082,2.877670019,2,5.5
582,2019/4/1,豊四季,ＪＲ常磐線,南柏,15,21800000,3LDK,199811,100,91.91,60,180,139.94981,35.85993,20.42739726,21.44876712,13.51039293,3,4.5
583,2019/4/1,南逆井2丁目,新京成電鉄,五香,2,17800000,3LDK,201206,138.64,93.98,50,100,139.97032,35.80509,6.835616438,6.835616438,1.960608573,2,4.5
584,2019/4/1,吉野沢,ＪＲ常磐線,南柏,13,25800000,4LDK,200007,107.34,103.51,50,100,139.95868,35.85296,18.76164384,19.69972603,11.70900721,2,5.5
585,2019/4/1,根戸,ＪＲ常磐線,北柏,16,17600000,4LDK,199607,142.67,105.63,60,200,139.98645,35.88113,22.76438356,23.90260274,15.34757343,3.333333333,5.5
586,2019/4/1,桜台,ＪＲ常磐線,柏,15,25800000,4LDK,200503,114.98,95.22,60,180,139.98152,35.86055,14.09315068,14.79780822,7.624433763,3,5.5
587,2019/4/1,松ケ崎,ＪＲ常磐線,北柏,24,9800000,5DK,199708,85.61,119.12,60,150,139.97595,35.87908,21.67945205,22.76342466,23.02136015,2.5,6
588,2019/4/1,西山1丁目,ＪＲ常磐線,北小金,6,19800000,4LDK,201503,132.24,96.47,50,100,139.95381,35.82233,4.087671233,4.087671233,5.617224067,2,5.5
589,2019/4/1,逆井,東武野田線,逆井,9,5500000,4DK,197303,80.51,49.67,30,50,139.98247,35.81544,46.11506849,50.72657534,9.190151088,1.666666667,5
590,2019/4/1,大井,ＪＲ常磐線,柏,3,22000000,3LDK,200804,200.55,115.93,60,150,140.00441,35.85015,11.00547945,11.00547945,1.524886753,2.5,4.5
591,2019/4/1,光ケ丘4丁目,ＪＲ常磐線,南柏,3,8000000,4DK,197805,99.26,72.04,50,100,139.96422,35.82815,40.94520548,45.03972603,2.702078587,2,5
592,2019/4/1,酒井根2丁目,東武野田線,増尾,17,8800000,4DK,197505,88.55,87.85,50,100,139.96719,35.82159,43.94794521,48.34273973,17.40621024,2,5
593,2019/4/1,逆井3丁目,東武野田線,逆井,12,10800000,4LDK,198604,98.25,87.77,50,100,139.97566,35.82008,33.02191781,34.6730137,12.25353478,2,5.5
594,2019/4/1,南増尾6丁目,新京成電鉄,五香,18,10000000,4LDK,199003,119.73,104.75,60,200,139.96356,35.81116,29.10410959,30.55931507,17.64547716,3.333333333,5.5
595,2019/4/1,松ケ崎,ＪＲ常磐線,北柏,5,22800000,5LDK,199201,166.83,132.9,60,150,139.97595,35.87908,27.26575342,28.6290411,4.796116698,2.5,6.5
596,2019/4/1,大井,ＪＲ常磐線,柏,1,19800000,4LDK,201412,161.63,110.95,50,100,140.00441,35.85015,4.334246575,4.334246575,0.508295584,2,5.5
597,2019/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,6,12900000,4LDK,198705,113.28,99.37,60,150,139.97424,35.89674,31.93972603,33.53671233,5.839129216,2.5,5.5
598,2019/4/1,高田,ＪＲ常磐線,柏,3,18800000,4LDK,200604,120.1,97.71,60,200,139.94922,35.8777,13.00821918,13.65863014,1.524886753,3.333333333,5.5
599,2019/4/1,今谷上町,ＪＲ常磐線,南柏,7,28800000,5DK,198003,138.28,134.96,60,100,139.95641,35.84102,39.10958904,41.06506849,6.304850036,1.666666667,6
600,2019/4/1,豊平町,ＪＲ常磐線,南柏,17,17800000,3LDK,198602,133,81.77,50,100,139.95712,35.8547,33.18356164,34.84273973,15.31177866,2,4.5
601,2019/4/1,高南台2丁目,東武野田線,高柳,18,32800000,4LDK,200003,169.6,135.1,50,100,139.99129,35.80298,19.09589041,20.05068493,18.39404424,2,5.5
602,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,25,10000000,4LDK,199401,123.94,109.83,50,100,139.98753,35.8515,25.2630137,26.52616438,12.7073896,2,5.5
603,2019/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,7,14800000,4LDK,198503,225.83,142.2,50,100,139.97424,35.89674,34.10684932,35.81219178,6.812317419,2,5.5
604,2019/4/1,亀甲台町1丁目,ＪＲ常磐線,柏,23,22800000,3LDK,201903,103.97,90.88,50,100,139.98053,35.84829,0.084931507,0.084931507,11.69079844,2,4.5
605,2019/4/1,戸張,ＪＲ常磐線,柏,26,7300000,4LDK,197807,148.23,96.04,50,100,139.99359,35.856,40.77808219,44.85589041,13.21568519,2,5.5
606,2019/4/1,戸張,ＪＲ常磐線,柏,25,16800000,3LDK,200201,137.34,104.79,50,100,139.99359,35.856,17.25753425,18.12041096,12.7073896,2,4.5
607,2019/4/1,ひばりが丘,東武野田線,柏,21,29800000,4LDK,201809,24.73,123.58,60,200,139.96916,35.84882,0.580821918,0.580821918,10.67420727,3.333333333,5.5
608,2019/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,18,19800000,3LDK,200409,130.02,99.36,60,200,139.97424,35.89674,14.5890411,15.31849315,17.51738765,3.333333333,4.5
609,2019/4/1,宿連寺,ＪＲ常磐線,北柏,23,25500000,2LDK,200803,116.5,98.54,50,100,139.98523,35.8875,11.09041096,11.09041096,22.06213681,2,3.5
610,2019/4/1,塚崎2丁目,東武野田線,逆井,30,14700000,4LDK,198609,166.17,94.39,60,150,140.00264,35.83379,32.60273973,34.23287671,30.63383696,2.5,5.5
611,2019/4/1,南逆井5丁目,新京成電鉄,五香,27,6500000,4DK,197706,170.54,68.92,50,100,139.97513,35.80719,41.86027397,46.04630137,26.46821574,2,5
612,2019/4/1,布施新町2丁目,ＪＲ常磐線,我孫子,3,21000000,4LDK,197402,168.15,110.21,50,100,140.00392,35.8899,45.19178082,49.7109589,2.722090261,2,5.5
613,2019/4/1,藤心2丁目,東武野田線,逆井,10,18800000,4LDK,201406,119.48,96.05,50,100,139.98703,35.82711,4.835616438,4.835616438,10.21127899,2,5.5
614,2019/4/1,高柳,東武野田線,高柳,5,29800000,3LDK,201710,112.25,98.54,60,200,139.99794,35.8078,1.498630137,1.498630137,5.109456733,3.333333333,4.5
615,2019/4/1,高柳,東武野田線,高柳,5,29800000,3LDK,201710,112.28,98.54,60,200,139.99794,35.8078,1.498630137,1.498630137,5.109456733,3.333333333,4.5
616,2019/4/1,大津ケ丘1丁目,ＪＲ常磐線,柏,2,4500000,4K,198012,64.39,71.25,60,200,140.00366,35.84325,38.35616438,40.2739726,1.016591168,3.333333333,4.5
617,2019/4/1,南増尾6丁目,ＪＲ常磐線,南柏,8,9100000,3DK,198605,100,74.53,60,200,139.96356,35.81116,32.93972603,34.58671233,7.205542898,3.333333333,4
618,2019/4/1,柏,ＪＲ常磐線,柏,16,16800000,4LDK,198508,150.26,113.97,50,100,139.98651,35.86444,33.68767123,35.37205479,8.132729347,2,5.5
619,2019/4/1,しいの木台5丁目,東武野田線,高柳,19,14800000,5LDK,200104,228.96,158.57,50,100,139.98424,35.8068,18.0109589,18.91150685,19.41593559,2,6.5
620,2019/4/1,塚崎,東武野田線,逆井,26,17800000,4LDK,200611,130,100.6,60,150,139.99606,35.83493,12.42191781,13.0430137,26.54932536,2.5,5.5
621,2019/4/1,酒井根2丁目,東武野田線,増尾,23,21800000,3LDK,200502,163.74,108.89,50,100,139.96719,35.82159,14.16986301,14.87835616,23.54957856,2,4.5
622,2019/4/1,新富町2丁目,ＪＲ常磐線,南柏,23,7800000,4DK,197706,82.7,67.75,50,100,139.95262,35.85528,41.86027397,46.04630137,20.71593583,2,5
623,2019/4/1,増尾1丁目,東武野田線,新柏,12,27800000,4LDK,201211,120,105.99,70,150,139.97495,35.83247,6.416438356,6.416438356,12.06397596,2.142857143,5.5
624,2019/4/1,小青田2丁目,つくばエクスプレス,柏たなか,8,35800000,4LDK,200712,182.24,121.92,60,100,139.95346,35.91253,11.33972603,11.90671233,8.269937268,1.666666667,5.5
625,2019/4/1,藤心1丁目,東武野田線,逆井,12,16500000,4LDK,200910,132.13,93.15,50,100,139.99205,35.82784,9.504109589,9.504109589,12.25353478,2,5.5
626,2019/4/1,南逆井6丁目,新京成電鉄,五香,23,24800000,3LDK,200811,121.03,90,50,100,139.97791,35.80551,10.41917808,10.41917808,22.54699859,2,4.5
627,2019/4/1,増尾台1丁目,東武野田線,増尾,5,32300000,3LDK,201201,120.1,100.61,60,150,139.97688,35.82721,7.252054795,7.252054795,5.119473599,2.5,4.5
628,2019/4/1,高柳,東武野田線,高柳,14,20000000,2LDK,200803,132.99,97.71,50,100,139.99794,35.8078,11.09041096,11.09041096,14.30647885,2,3.5
629,2019/4/1,藤心1丁目,東武野田線,逆井,12,23800000,4LDK,200603,120.02,101.59,50,100,139.99205,35.82784,13.09315068,13.74780822,12.25353478,2,5.5
630,2019/4/1,東中新宿4丁目,ＪＲ常磐線,南柏,2,79800000,5LDK,198909,371.44,351.88,50,100,139.96024,35.83025,29.6,31.08,1.801385724,2,6.5
631,2019/4/1,新柏2丁目,東武野田線,新柏,11,21000000,4LDK,198601,145.26,98.54,50,100,139.97386,35.83891,33.26849315,34.93191781,11.05864463,2,5.5
632,2019/4/1,豊四季,東武野田線,豊四季,29,25500000,3LDK,200704,165.35,110.54,60,200,139.94981,35.85993,12.00821918,12.60863014,29.55594043,3.333333333,4.5
633,2019/4/1,柏7丁目,ＪＲ常磐線,柏,10,21900000,4LDK,198104,145.93,109.46,60,180,139.97995,35.86293,38.02465753,39.92589041,5.082955842,3,5.5
634,2019/4/1,しいの木台4丁目,新京成電鉄,五香,21,24900000,4LDK,201702,151.82,108.47,50,100,139.97781,35.80201,2.161643836,2.161643836,20.58639002,2,5.5
635,2019/4/1,松ケ崎,ＪＲ常磐線,柏,7,14800000,4LDK,198111,137.09,105.99,60,200,139.97595,35.87908,37.43835616,39.31027397,3.558069089,3.333333333,5.5
636,2019/4/1,豊四季,東武野田線,豊四季,25,23800000,4LDK,201401,135.26,99.36,60,200,139.94981,35.85993,5.249315068,5.249315068,25.47925899,3.333333333,5.5
637,2019/4/1,大津ケ丘1丁目,ＪＲ常磐線,柏,5,23800000,5LDK,198806,336,152.57,60,200,140.00366,35.84325,30.85205479,32.39465753,2.541477921,3.333333333,6.5
638,2019/4/1,あかね町,ＪＲ常磐線,柏,25,28900000,2LDK,201310,131.66,101.44,50,100,139.97855,35.84998,5.501369863,5.501369863,12.7073896,2,3.5
639,2019/4/1,南逆井2丁目,新京成電鉄,五香,25,7500000,3LDK,198303,100.02,81.79,50,100,139.97032,35.80509,36.10958904,37.91506849,24.50760716,2,4.5
640,2019/4/1,花野井,つくばエクスプレス,柏たなか,26,12800000,4LDK,198204,179.42,121.31,50,100,139.97424,35.89674,37.02465753,38.87589041,26.87729612,2,5.5
